,Matrikkel / Org-Anr,Address,PostalCode,Area,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes
12150,5001-536/22/0/0,BrÃ¸ttemsvegen 1123,7540,KLÃ†BU,Selveier enebolig,165,193,0,1955,0,1167.9,2022-11-30,2600000,0.0,2600000.0,0,4,2022-11-04,26,EIE Eiendomsmegling,7540,2,4,0,0
12151,987296712/36,Innherredsveien 61 D,7068,TRONDHEIM,Borettslagsleilighet,59,62,67,1949,3,0.0,2022-11-30,2450000,9965.0,2459965.0,2,1,2022-11-02,28,Eiendomsmegler 1,7068,3,3,0,0
12152,5001-406/267/0/0,Jonsvannsveien 5,7052,TRONDHEIM,Selveier tomannsbolig,303,458,0,1929,0,990.7,2022-11-30,15000000,0.0,15000000.0,0,5,2022-06-18,165,Eiendomsmegler 1,7052,3,6,1,0
12153,952893378/7,Marie Michelets veg 9 B,7046,TRONDHEIM,Borettslagsleilighet,73,78,0,2022,1,2803.4,2022-12-01,4400000,148931.0,4548931.0,3,2,2022-11-04,27,Eiendomsmegler 1,7046,3,3,0,0
12154,5001-62/25/0/31,Veisletten alle 17,7030,TRONDHEIM,Selveierleilighet,0,108,0,2022,5,4363.1,2022-12-01,9500000,0.0,9500000.0,4,0,2022-12-01,0,Other,7030,8,7,0,0
12155,5001-68/282/0/0,Urds veg 2,7033,TRONDHEIM,Selveier enebolig,122,122,130,1985,0,385.8,2022-12-01,5850000,0.0,5850000.0,3,4,2022-11-19,12,Heimdal Eiendomsmegling,7033,4,4,1,0
12156,948722208/23,Tors veg 9 C,7035,TRONDHEIM,Borettslagsleilighet,64,64,70,1962,4,17319.6,2022-12-01,2650000,598592.0,3248592.0,3,2,2022-11-22,9,Eiendomsmegler 1,7035,3,3,1,0
12157,5001-412/442/0/21,Lade alle 98,7041,TRONDHEIM,Selveierleilighet,0,82,0,2022,3,1328.6,2022-12-01,5650000,0.0,5650000.0,3,0,2022-12-01,0,Other,7041,8,7,0,0
12158,5001-415/264/0/22,Ladeveien 38,7066,TRONDHEIM,Selveierleilighet,34,34,0,2021,2,818.5,2022-12-01,2820000,0.0,2820000.0,2,1,2022-10-17,45,Eiendomsmegler 1,7066,3,7,1,0
12159,5001-11/59/0/0,Veimester Kroghs gate 9 B,7052,TRONDHEIM,Selveier tomannsbolig,166,266,290,1934,0,350.3,2022-12-01,8300000,0.0,8300000.0,0,6,2022-10-27,35,Privatmegleren,7052,9,6,1,0
12160,5001-104/2317/0/21,Damlia 173,7027,TRONDHEIM,Selveier rekkehus,102,102,112,2020,0,0.0,2022-12-01,4600000,0.0,4600000.0,5,4,2022-12-01,0,Other,7027,8,5,0,0
12161,948720175/231,Waldemar Aunes veg 3 C,7027,TRONDHEIM,Borettslagsleilighet,47,51,56,1966,4,88842.0,2022-12-01,2400000,117159.0,2517159.0,2,1,2022-11-24,7,Eiendomsmegler 1,7027,3,3,0,0
12162,5001-62/25/0/10,Veisletten alle 15,7030,TRONDHEIM,Selveierleilighet,0,83,0,2022,1,4363.1,2022-12-01,6600000,0.0,6600000.0,3,0,2022-12-01,0,Other,7030,8,7,0,0
12163,5001-62/25/0/29,Veisletten alle 17,7030,TRONDHEIM,Selveierleilighet,0,82,0,2022,4,4363.1,2022-12-01,7300000,0.0,7300000.0,3,0,2022-12-01,0,Other,7030,8,7,0,0
12164,5001-62/25/0/32,Veisletten alle 17,7030,TRONDHEIM,Selveierleilighet,0,59,0,2022,5,4363.1,2022-12-01,5000000,0.0,5000000.0,3,0,2022-12-01,0,Other,7030,8,7,0,0
12165,990481067/40,Kyavegen 21,7045,TRONDHEIM,Borettslagsleilighet,57,57,63,2007,4,2898.9,2022-12-01,1875000,1560000.0,3435000.0,3,2,2022-10-11,51,Eiendomsmegler 1,7045,3,3,1,1
12166,5001-323/1971/0/7,Sandmovegen 53 A,7093,TILLER,Selveier tomannsbolig,77,77,82,1993,1,1858.0,2022-12-01,3190000,0.0,3190000.0,3,2,2022-11-24,7,EIE Eiendomsmegling,7093,2,6,1,0
12167,950041145/158,Ringduevegen 16,7082,KATTEM,Borettslag rekkehus,135,154,170,1977,0,36950.1,2022-12-01,2710000,597705.0,3307705.0,4,3,2022-10-14,48,Privatmegleren,7082,9,1,1,0
12168,5001-412/442/0/28,Lade alle 98,7041,TRONDHEIM,Selveierleilighet,0,71,0,2022,5,1328.6,2022-12-01,5500000,0.0,5500000.0,3,0,2022-12-01,0,Other,7041,8,7,0,0
12169,948657015/22,Udbyes gate 11 C,7030,TRONDHEIM,Borettslagsleilighet,74,74,80,1948,3,3140.3,2022-12-01,3850000,143857.0,3993857.0,3,2,2022-11-12,19,Proaktiv,7030,10,3,0,0
12170,5001-412/431/0/2,Julianus Holms veg 30,7041,TRONDHEIM,Selveierleilighet,56,59,0,2019,1,1439.8,2022-12-01,4240000,0.0,4240000.0,3,2,2022-09-08,84,Meglerhuset Nylander,7041,7,7,0,0
12171,5001-176/53/0/1,Myrstadvegen 4 A,7080,HEIMDAL,Selveier tomannsbolig,97,101,116,1955,1,659.0,2022-12-01,3220000,0.0,3220000.0,0,3,2022-11-18,13,Heimdal Eiendomsmegling,7080,4,6,1,0
12172,5001-412/442/0/24,Lade alle 98,7041,TRONDHEIM,Selveierleilighet,0,72,0,2022,3,1328.6,2022-12-01,4390000,0.0,4390000.0,3,0,2022-12-01,0,Other,7041,8,7,0,0
12173,5001-49/310/0/13,Ã˜vre GranÃ¥slia 13,7047,TRONDHEIM,Selveierleilighet,57,78,84,2020,2,5519.6,2022-12-01,3990000,0.0,3990000.0,1,2,2022-09-22,70,Eiendomsmegler 1,7047,3,7,1,0
12174,952254308/118,Orrevegen 23,7088,HEIMDAL,Borettslagsleilighet,85,88,0,1971,3,28301.1,2022-12-01,3200000,74171.0,3274171.0,4,3,2022-11-18,13,Heimdal Eiendomsmegling,7088,4,3,0,0
12175,5001-412/442/0/26,Lade alle 98,7041,TRONDHEIM,Selveierleilighet,0,85,0,2022,4,1328.6,2022-12-01,5790000,0.0,5790000.0,3,0,2022-12-01,0,Other,7041,8,7,0,0
12176,5001-198/42/0/9,Kirkeringen 2,7080,HEIMDAL,Selveierleilighet,0,94,0,2022,2,6762.0,2022-12-01,5340000,0.0,5340000.0,4,0,2022-12-01,0,Other,7080,8,7,0,0
12177,5001-326/33/0/19,Tiller-Ringen 15,7092,TILLER,Selveierleilighet,81,85,90,2005,2,5242.0,2022-12-02,3300000,0.0,3300000.0,4,3,2022-10-12,51,Eiendomsmegler 1,7092,3,7,1,0
12178,5001-177/818/0/36,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,2,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12179,5001-177/818/0/30,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,43,0,2022,1,3716.4,2022-12-02,2600000,0.0,2600000.0,3,0,2022-12-02,0,Other,7089,8,7,0,0
12180,5001-317/22/0/3,Skjetnemarkvegen 33 C,7081,SJETNEMARKA,Selveier rekkehus,110,126,0,1969,0,1939.0,2022-12-02,2800000,0.0,2800000.0,4,3,2022-11-17,15,Heimdal Eiendomsmegling,7081,4,5,1,0
12181,5001-326/104/0/0,TÃ¸mmerlunna 5 A,7092,TILLER,Selveier enebolig,122,127,0,2016,0,372.2,2022-12-02,5350000,0.0,5350000.0,4,4,2022-11-25,7,Heimdal Eiendomsmegling,7092,4,4,1,0
12182,5001-177/818/0/31,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,1,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12183,5001-412/442/0/32,Lade alle 100,7041,TRONDHEIM,Selveierleilighet,0,54,0,2022,2,1328.6,2022-12-02,4175000,0.0,4175000.0,3,0,2022-12-02,0,Other,7041,8,7,0,0
12184,5001-177/818/0/42,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,3,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12185,5001-177/818/0/41,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,3,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12186,950373520/244,Othilienborgtunet 11,7033,TRONDHEIM,Borettslagsleilighet,71,72,80,1967,2,95220.0,2022-12-02,2825000,572553.0,3397553.0,3,2,2022-10-31,32,Eiendomsmegler 1,7033,3,3,0,0
12187,5001-414/496/0/10,Ingemann Torps vei 140,7040,TRONDHEIM,Selveierleilighet,52,52,57,2000,3,991.0,2022-12-02,3370000,0.0,3370000.0,2,1,2022-11-25,7,DNB Eiendom,7040,1,7,1,0
12188,948924781/35,Balders veg 1 E,7033,TRONDHEIM,Borettslagsleilighet,37,37,42,1964,1,8376.8,2022-12-02,2220000,144021.0,2364021.0,1,1,2022-11-04,28,DNB Eiendom,7033,1,3,1,1
12189,5001-53/96/0/27,Alfred TrÃ¸nsdals veg 2,7033,TRONDHEIM,Selveierleilighet,54,58,0,2018,3,3209.1,2022-12-02,3880000,0.0,3880000.0,3,0,2022-08-12,0,Lokalmegleren,7033,6,7,1,0
12190,948718928/82,Aaengveien 19,7020,TRONDHEIM,Borettslagsleilighet,72,76,83,1955,2,70475.6,2022-12-02,4000000,126051.0,4126051.0,4,2,2022-11-22,10,DNB Eiendom,7020,1,3,1,0
12191,987380152/2,GyldenlÃ¸ves gate 2 B,7014,TRONDHEIM,Borettslagsleilighet,36,36,39,1898,1,228.0,2022-12-02,2500000,0.0,2500000.0,2,1,2022-07-06,149,Heimdal Eiendomsmegling,7014,4,3,0,0
12192,5001-412/442/0/25,Lade alle 98,7041,TRONDHEIM,Selveierleilighet,0,71,0,2022,4,1328.6,2022-12-02,5450000,0.0,5450000.0,3,0,2022-12-02,0,Other,7041,8,7,0,0
12193,948718928/82,Aaengveien 19,7020,TRONDHEIM,Borettslagsleilighet,72,76,83,1955,2,70475.6,2022-12-02,4000000,126051.0,4126051.0,4,2,2022-11-22,10,DNB Eiendom,7020,1,3,1,0
12194,5001-9/841/0/24,Kommandovegen 33,7045,TRONDHEIM,Selveierleilighet,53,57,0,2014,2,4299.4,2022-12-02,3710000,0.0,3710000.0,3,2,2022-09-15,78,Meglerhuset Nylander,7045,7,7,1,0
12195,5001-177/818/0/32,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,1,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12196,5001-412/442/0/30,Lade alle 100,7041,TRONDHEIM,Selveierleilighet,0,61,0,2022,1,1328.6,2022-12-02,3450000,0.0,3450000.0,2,0,2022-12-02,0,Other,7041,8,7,0,0
12197,5001-177/818/0/40,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,2,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12198,5001-177/818/0/44,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,3,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12199,5001-177/818/0/45,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,3,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12200,5001-177/818/0/39,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,2,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12201,5001-177/818/0/35,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,2,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12202,5001-177/818/0/34,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,2,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12203,5001-198/42/0/1,Kirkeringen 2,7080,HEIMDAL,Selveierleilighet,0,68,0,2022,1,6762.0,2022-12-02,3560000,0.0,3560000.0,3,0,2022-12-02,0,Other,7080,8,7,0,0
12204,5001-177/818/0/38,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,2,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12205,5001-177/818/0/37,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,2,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12206,5001-313/172/0/45,Sandbakkvegen 4 B,7072,HEIMDAL,Selveierleilighet,73,77,0,2018,1,5432.0,2022-12-02,3750000,0.0,3750000.0,3,2,2022-11-22,10,Heimdal Eiendomsmegling,7072,4,7,1,0
12207,965995587/12,Jarveien 69 A,7072,HEIMDAL,Borettslagsleilighet,70,70,76,1962,1,3063.6,2022-12-02,2900000,121584.0,3021584.0,0,2,2022-11-19,13,Heimdal Eiendomsmegling,7072,4,3,1,1
12208,5001-17/860/0/64,GrillstadfjÃ¦ra 43,7053,RANHEIM,Selveierleilighet,70,74,0,2016,1,14880.0,2022-12-02,4200000,0.0,4200000.0,3,2,2022-11-18,14,Eiendomsmegler 1,7053,3,7,1,0
12209,5001-316/723/0/70,Industriveien 1 G,7072,HEIMDAL,Selveierleilighet,70,74,0,2020,1,2017.8,2022-12-02,3900000,0.0,3900000.0,4,3,2022-12-02,0,Other,7072,8,7,0,0
12210,5001-177/818/0/43,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,3,3716.4,2022-12-02,2990000,0.0,2990000.0,4,0,2022-12-02,0,Other,7089,8,7,0,0
12211,5001-17/704/0/0,Lykkestien 7,7060,CHARLOTTENLUND,Selveier enebolig,113,152,0,1999,0,350.8,2022-12-03,4590000,0.0,4590000.0,3,3,2022-11-25,8,Eiendomsmegler 1,7060,3,4,1,0
12212,948722941/65,RÃ¸dstilkvegen 20 E,7082,KATTEM,Borettslagsleilighet,95,97,108,1976,2,66812.5,2022-12-03,2500000,531425.0,3031425.0,4,3,2022-11-02,31,DNB Eiendom,7082,1,3,1,1
12213,5001-49/325/0/76,Bonesvegen 2,7047,TRONDHEIM,Selveierleilighet,47,50,0,2022,5,1827.3,2022-12-04,3740000,0.0,3740000.0,3,2,2022-10-01,64,Eiendomsmegler 1,7047,3,7,1,0
12214,5001-412/442/0/15,Lade alle 98,7041,TRONDHEIM,Selveierleilighet,0,82,0,2022,1,1328.6,2022-12-05,4590000,0.0,4590000.0,3,0,2022-12-05,0,Other,7041,8,7,0,0
12215,5001-177/818/0/54,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,4,3716.4,2022-12-05,2990000,0.0,2990000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12216,5001-177/818/0/48,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,4,3716.4,2022-12-05,2990000,0.0,2990000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12217,5001-177/818/0/57,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,5,3716.4,2022-12-05,2990000,0.0,2990000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12218,5001-49/316/0/32,Bonesvegen 35 F,7047,TRONDHEIM,Selveier rekkehus,0,159,0,2022,0,0.0,2022-12-05,6560000,0.0,6560000.0,5,0,2022-12-05,0,Other,7047,8,5,0,0
12219,5001-49/316/0/30,Bonesvegen 35 H,7047,TRONDHEIM,Selveier rekkehus,0,159,0,2022,0,0.0,2022-12-05,6690000,0.0,6690000.0,5,0,2022-12-05,0,Other,7047,8,5,0,0
12220,5001-177/818/0/51,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,4,3716.4,2022-12-05,3270000,0.0,3270000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12221,5001-177/818/0/55,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,5,3716.4,2022-12-05,2990000,0.0,2990000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12222,5001-177/818/0/53,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,4,3716.4,2022-12-05,3335000,0.0,3335000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12223,5001-414/544/0/8,HÃ¥kon Magnussons gate 18,7041,TRONDHEIM,Selveierleilighet,48,52,57,2016,1,959.6,2022-12-05,3200000,0.0,3200000.0,2,1,2022-08-05,122,Heimdal Eiendomsmegling,7041,4,7,1,0
12224,5001-177/818/0/56,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,56,62,0,2022,5,3716.4,2022-12-05,2990000,0.0,2990000.0,4,3,2022-12-05,0,Other,7089,8,7,1,0
12225,5001-104/1294/0/0,Enromvegen 153,7026,TRONDHEIM,Selveier enebolig,135,147,0,1986,0,347.0,2022-12-05,4190000,0.0,4190000.0,4,3,2022-11-21,14,Eiendomsmegler 1,7026,3,4,1,0
12226,948959259/8,Kongens gate 51 A,7012,TRONDHEIM,Borettslagsleilighet,43,43,0,1963,4,1037.4,2022-12-05,2360000,0.0,2360000.0,0,1,2022-11-12,23,Heimdal Eiendomsmegling,7012,4,3,0,0
12227,5001-410/271/0/10,Nedre MÃ¸llenberg gate 77 A,7043,TRONDHEIM,Selveierleilighet,39,39,44,1898,2,616.0,2022-12-05,2585000,4507.0,2589507.0,0,1,2022-05-14,205,EIE Eiendomsmegling,7043,2,7,0,0
12228,5001-49/316/0/34,Bonesvegen 35 D,7047,TRONDHEIM,Selveier rekkehus,0,159,0,2022,0,0.0,2022-12-05,6345000,0.0,6345000.0,5,0,2022-12-05,0,Other,7047,8,5,0,0
12229,5001-177/818/0/46,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,3,3716.4,2022-12-05,2990000,0.0,2990000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12230,5001-177/818/0/33,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,1,3716.4,2022-12-05,3190000,0.0,3190000.0,4,0,2022-12-05,0,Other,7089,8,7,0,0
12231,5001-177/818/0/50,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,56,62,0,2022,3,3716.4,2022-12-05,2990000,0.0,2990000.0,4,2,2022-12-05,0,Other,7089,8,7,1,0
12232,5001-97/1164/0/2,Skjermvegen 66 D,7023,TRONDHEIM,Selveier rekkehus,150,158,0,2020,0,0.0,2022-12-06,6590000,0.0,6590000.0,5,3,2022-12-06,0,Eiendomsmegler 1,7023,3,5,0,0
12233,948720175/174,Selsbakkvegen 50 B,7027,TRONDHEIM,Borettslagsleilighet,78,78,86,1964,3,57102.2,2022-12-06,3000000,134879.0,3134879.0,3,2,2022-11-21,15,DNB Eiendom,7027,1,3,1,1
12234,952254308/86,Myrmannsvegen 26,7088,HEIMDAL,Borettslagsleilighet,44,47,49,1971,3,28301.1,2022-12-06,2240000,50210.0,2290210.0,2,1,2022-11-27,9,Heimdal Eiendomsmegling,7088,4,3,1,0
12235,5001-412/243/0/113,Lade alle 75,7041,TRONDHEIM,Selveierleilighet,0,88,0,2021,4,7756.5,2022-12-06,6590000,0.0,6590000.0,3,0,2022-12-06,0,Other,7041,8,7,0,0
12236,5001-176/51/0/1,RingvÃ¥lvegen 38 A,7080,HEIMDAL,Selveier tomannsbolig,0,70,0,1958,1,0.0,2022-12-06,3000000,0.0,3000000.0,3,0,2022-12-06,0,Other,7080,8,6,0,0
12237,5001-423/184/0/0,Kaptein Roosens vei 47,7020,TRONDHEIM,Selveier enebolig,0,252,0,1954,0,1773.6,2022-12-06,8050000,0.0,8050000.0,0,4,2022-11-22,14,Privatmegleren,7020,9,4,1,0
12238,5001-422/79/0/4,GjÃ¸aveien 7,7020,TRONDHEIM,Selveierleilighet,65,65,71,1938,2,1139.8,2022-12-06,3290000,0.0,3290000.0,2,1,2022-11-25,11,Privatmegleren,7020,9,7,1,0
12239,5001-422/79/0/4,GjÃ¸aveien 7,7020,TRONDHEIM,Selveierleilighet,65,65,71,1938,2,1139.8,2022-12-06,3290000,0.0,3290000.0,2,1,2022-11-25,11,Privatmegleren,7020,9,7,1,0
12240,5001-423/184/0/0,Kaptein Roosens vei 47,7020,TRONDHEIM,Selveier enebolig,0,252,0,1954,0,1773.6,2022-12-06,8050000,0.0,8050000.0,0,4,2022-11-22,14,Privatmegleren,7020,9,4,1,0
12241,948722585/161,Karolinerveien 3 B,7021,TRONDHEIM,Borettslagsleilighet,82,82,89,1967,3,44327.8,2022-12-06,3280000,147134.0,3427134.0,3,2,2022-10-19,48,Eiendomsmegler 1,7021,3,3,0,0
12242,5001-506/9/0/0,RÃ¸nningsgrenda 168,7540,KLÃ†BU,Selveier enebolig,181,247,0,1969,0,1462.5,2022-12-06,3500000,0.0,3500000.0,0,4,2022-10-28,39,Meglerhuset Nylander,7540,7,4,1,0
12243,5001-177/818/0/58,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,5,3716.4,2022-12-06,3390000,0.0,3390000.0,4,0,2022-12-06,0,Other,7089,8,7,0,0
12244,5001-177/818/0/60,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,5,3716.4,2022-12-06,2990000,0.0,2990000.0,4,0,2022-12-06,0,Other,7089,8,7,0,0
12245,5001-177/818/0/59,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,5,3716.4,2022-12-06,2990000,0.0,2990000.0,4,0,2022-12-06,0,Other,7089,8,7,0,0
12246,5001-177/731/0/15,Lundlia 5,7089,HEIMDAL,Selveierleilighet,0,61,0,2022,2,1584.0,2022-12-06,3095000,0.0,3095000.0,3,0,2022-12-06,0,Other,7089,8,7,0,0
12247,5001-70/62/0/15,Yggdrasilvegen 7 C,7033,TRONDHEIM,Selveier rekkehus,117,117,130,1964,0,15951.0,2022-12-06,5750000,0.0,5750000.0,0,3,2022-11-29,7,DNB Eiendom,7033,1,5,1,0
12248,5001-9/574/0/0,Hans Finnes gate 12 A,7045,TRONDHEIM,Selveier enebolig,0,0,0,1959,0,1005.5,2022-12-06,25250000,0.0,25250000.0,0,3,2022-12-06,0,Other,7045,8,4,0,0
12249,848819662/238,Ã˜vre FlatÃ¥sveg 33 A,7079,FLATÃ…SEN,Borettslagsleilighet,84,86,93,1974,4,94067.0,2022-12-06,3350000,95713.0,3445713.0,3,3,2022-11-27,9,Eiendomsmegler 1,7079,3,3,0,0
12250,5001-49/316/0/37,Bonesvegen 35 A,7047,TRONDHEIM,Selveier rekkehus,0,159,0,2022,0,0.0,2022-12-06,6650000,0.0,6650000.0,5,0,2022-12-06,0,Other,7047,8,5,0,0
12251,5001-103/1695/0/1,Kyvannsvegen 20 A,7025,TRONDHEIM,Selveier tomannsbolig,0,159,0,2022,0,0.0,2022-12-06,6750000,0.0,6750000.0,5,0,2022-12-06,0,Other,7025,8,6,0,0
12252,5001-103/1695/0/2,Kyvannsvegen 20 B,7025,TRONDHEIM,Selveier tomannsbolig,0,149,0,2022,0,0.0,2022-12-06,7025000,0.0,7025000.0,5,0,2022-12-06,0,Other,7025,8,6,0,0
12253,948722585/161,Karolinerveien 3 B,7021,TRONDHEIM,Borettslagsleilighet,82,82,89,1967,3,44327.8,2022-12-06,3280000,147134.0,3427134.0,3,2,2022-10-19,48,Eiendomsmegler 1,7021,3,3,0,0
12254,5001-415/265/0/35,Ladeveien 18,7066,TRONDHEIM,Selveierleilighet,74,78,0,2020,4,2828.9,2022-12-06,4900000,0.0,4900000.0,4,3,2022-09-16,81,Eiendomsmegler 1,7066,3,7,1,0
12255,948721058/125,Myrsnipevegen 23,7082,KATTEM,Borettslagsleilighet,101,106,0,1975,1,68952.7,2022-12-06,2650000,468881.0,3118881.0,3,2,2022-11-09,27,EIE Eiendomsmegling,7082,2,3,0,0
12256,950374047/150,RÃ¸yskattvegen 3,7082,KATTEM,Borettslag rekkehus,108,131,0,1979,0,57962.1,2022-12-06,2250000,805205.0,3055205.0,3,2,2022-10-25,42,Eiendomsmegler 1,7082,3,1,0,0
12257,974691426/12,Harry Borthens vei 14,7040,TRONDHEIM,Borettslagsleilighet,79,79,0,1995,3,7480.8,2022-12-06,2900000,130339.0,3030339.0,3,2,2022-11-29,7,Eiendomsmegler 1,7040,3,3,1,1
12258,5001-522/76/0/11,Kristines veg 5,7540,KLÃ†BU,Selveierleilighet,45,57,0,2019,2,3006.1,2022-12-06,2490000,0.0,2490000.0,2,1,2022-11-15,21,Krogsveen,7540,5,7,1,0
12259,5001-408/22/0/2,Nedre Bakklandet 2 A,7014,TRONDHEIM,Selveierleilighet,116,120,0,1810,1,792.8,2022-12-06,9450000,0.0,9450000.0,3,2,2022-11-07,29,Proaktiv,7014,10,7,1,0
12260,5001-59/151/0/4,Paul Fjermstads veg 7,7052,TRONDHEIM,Selveierleilighet,49,49,54,1956,2,1090.0,2022-12-06,3150000,0.0,3150000.0,2,2,2022-08-12,116,Privatmegleren,7052,9,7,1,0
12261,5001-58/319/0/0,Kvilhaugvegen 13,7052,TRONDHEIM,Selveier enebolig,219,280,0,1958,0,918.9,2022-12-06,13000000,0.0,13000000.0,0,5,2022-11-30,6,Meglerhuset Nylander,7052,7,4,0,0
12262,5001-177/818/0/64,Andersbakkan 91,7089,HEIMDAL,Selveierleilighet,0,62,0,2022,6,3716.4,2022-12-06,2990000,0.0,2990000.0,4,0,2022-12-06,0,Other,7089,8,7,0,0
12263,5001-320/233/0/9,Okstadvegen 283,7075,TILLER,Selveier tomannsbolig,83,87,95,2012,1,2216.0,2022-12-06,4400000,0.0,4400000.0,3,3,2022-11-25,11,Proaktiv,7075,10,6,1,0
12264,959157871/79,Sollia 21,7033,TRONDHEIM,Borettslagsleilighet,74,78,79,1976,1,59117.9,2022-12-06,2650000,133817.0,2783817.0,3,2,2022-11-26,10,Heimdal Eiendomsmegling,7033,4,3,1,1
12265,948719711/29,Kolstadflata 3 B,7098,SAUPSTAD,Borettslagsleilighet,78,92,0,1971,3,106391.2,2022-12-06,1995000,244291.0,2239291.0,3,2,2022-11-25,11,Lokalmegleren,7098,6,3,0,0
12266,5001-421/315/0/3,Osloveien 6,7017,TRONDHEIM,Selveierleilighet,58,60,95,1903,1,1336.3,2022-12-06,3400000,0.0,3400000.0,1,1,2022-10-14,53,Eiendomsmegler 1,7017,3,7,0,0
12267,948969858/196,Fogdenget 4,7029,TRONDHEIM,Borettslagsleilighet,83,83,90,1972,3,194023.0,2022-12-06,2650000,120064.0,2770064.0,3,2,2022-11-24,12,Eiendomsmegler 1,7029,3,3,0,0
12268,5001-522/76/0/58,Kristines veg 5,7540,KLÃ†BU,Selveierleilighet,0,83,0,2019,7,3006.1,2022-12-06,4995000,0.0,4995000.0,4,0,2022-12-06,0,Other,7540,8,7,0,0
12269,5001-316/694/0/0,Sivert Thonstads vei 12 C,7072,HEIMDAL,Selveier rekkehus,110,115,124,2014,0,161.4,2022-12-07,4460000,0.0,4460000.0,4,3,2022-11-25,12,Privatmegleren,7072,9,5,1,0
12270,5001-177/374/0/0,NertrÃ¸a 4,7089,HEIMDAL,Selveier enebolig,0,226,0,1987,0,526.5,2022-12-07,6100000,0.0,6100000.0,4,0,2022-12-07,0,Other,7089,8,4,0,0
