,Matrikkel / Org-Anr,Address,PostalCode,Area,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes
3370,950041145/79,GrÃ¥trostvegen 7,7082,KATTEM,Borettslag rekkehus,137,156,171,1975,0,36950.1,2021-08-11,2490000,613474.0,3103474.0,4,3,2021-08-03,8,DNB Eiendom,7082,1,1,0,0
3371,5001-198/5/0/2,Anne Ekrens veg 5,7080,HEIMDAL,Selveierleilighet,44,44,0,2020,1,4832.0,2021-08-11,2750000,0.0,2750000.0,2,1,2021-06-22,50,Eiendomsmegler 1,7080,3,7,1,0
3372,5001-21/325/0/1,Prinsessevegen 6 A,7056,RANHEIM,Selveierleilighet,0,200,0,1964,1,559.5,2021-08-11,6500000,0.0,6500000.0,5,0,2021-08-11,0,Other,7056,8,7,1,0
3373,948721058/133,Myrsnipevegen 27 B,7082,KATTEM,Borettslagsleilighet,53,55,61,1975,2,68952.7,2021-08-11,1600000,406202.0,2006202.0,2,1,2021-08-03,8,DNB Eiendom,7082,1,3,0,0
3374,5001-71/27/0/3,NygÃ¥rdsvegen 12,7037,TRONDHEIM,Selveierleilighet,89,89,0,2011,2,1358.4,2021-08-11,4650000,0.0,4650000.0,3,3,2021-07-30,12,DNB Eiendom,7037,1,7,1,0
3375,5001-49/306/0/43,Ã˜vre GranÃ¥slia 1,7047,TRONDHEIM,Selveierleilighet,40,48,52,2018,3,7018.9,2021-08-11,2710000,0.0,2710000.0,2,1,2021-08-04,7,DNB Eiendom,7047,1,7,1,0
3376,5001-95/195/0/2,Gamle Ã…svei 64,7020,TRONDHEIM,Selveierleilighet,44,50,57,1953,1,1426.2,2021-08-12,2275000,0.0,2275000.0,2,1,2021-08-04,8,Eiendomsmegler 1,7020,3,7,0,0
3377,5001-96/659/0/3,StatsrÃ¥d Krohgs veg 45,7021,TRONDHEIM,Selveierleilighet,44,83,0,1772,2,544.2,2021-08-12,2435000,0.0,2435000.0,2,1,2021-07-30,13,DNB Eiendom,7021,1,7,0,0
3378,5001-9/354/0/2,Jebeveien 2,7043,TRONDHEIM,Selveierleilighet,77,100,105,1939,2,996.1,2021-08-12,4500000,0.0,4500000.0,4,2,2021-08-12,0,Other,7043,8,7,1,0
3379,5001-102/198/0/0,Ole RÃ¸lvaags veg 4 B,7023,TRONDHEIM,Selveier rekkehus,100,104,119,1964,0,491.2,2021-08-12,3780000,0.0,3780000.0,0,3,2021-08-04,8,Eiendomsmegler 1,7023,3,5,1,0
3380,5001-96/659/0/3,StatsrÃ¥d Krohgs veg 45,7021,TRONDHEIM,Selveierleilighet,44,83,0,1772,2,544.2,2021-08-12,2435000,0.0,2435000.0,2,1,2021-07-30,13,DNB Eiendom,7021,1,7,0,0
3381,948722585/45,Johan Falkbergets vei 9 C,7021,TRONDHEIM,Borettslagsleilighet,36,36,39,1967,4,44327.8,2021-08-12,2300000,17534.0,2317534.0,2,1,2021-08-03,9,Eiendomsmegler 1,7021,3,3,0,0
3382,5001-410/411/0/3,Stadsing Dahls gate 34,7043,TRONDHEIM,Selveierleilighet,66,66,72,1935,1,764.2,2021-08-12,4470000,0.0,4470000.0,4,3,2021-08-04,8,Proaktiv,7043,10,7,0,1
3383,5001-95/195/0/2,Gamle Ã…svei 64,7020,TRONDHEIM,Selveierleilighet,44,50,57,1953,1,1426.2,2021-08-12,2275000,0.0,2275000.0,2,1,2021-08-04,8,Eiendomsmegler 1,7020,3,7,0,0
3384,5001-410/413/0/4,Stadsing Dahls gate 36,7043,TRONDHEIM,Selveierleilighet,91,91,99,1936,2,847.0,2021-08-12,5360000,0.0,5360000.0,4,2,2021-08-04,8,Privatmegleren,7043,9,7,1,1
3385,846722092/2098,Risvollvegen 8 B,7036,TRONDHEIM,Borettslagsleilighet,53,56,62,1971,1,71960.0,2021-08-12,2700000,106699.0,2806699.0,0,1,2021-08-03,9,Proaktiv,7036,10,3,0,0
3386,5001-412/414/0/18,Julianus Holms veg 24,7041,TRONDHEIM,Selveierleilighet,78,90,98,2017,3,1580.5,2021-08-12,5210000,0.0,5210000.0,3,2,2021-08-04,8,Privatmegleren,7041,9,7,1,0
3387,5001-103/113/0/0,Ivar Aasens veg 10 A,7071,TRONDHEIM,Selveier enebolig,0,167,0,1973,0,724.2,2021-08-12,5650000,0.0,5650000.0,0,4,2021-07-30,13,Eiendomsmegler 1,7071,3,4,0,0
3388,952036378/1,Viktor Baumanns vei 18 A,7020,TRONDHEIM,Borettslagsleilighet,68,68,68,1953,1,1136.0,2021-08-12,3190000,158442.0,3348442.0,3,2,2021-08-05,7,Meglerhuset Nylander,7020,7,3,0,0
3389,5001-422/295/0/7,Gamle Ã…svei 32 C,7020,TRONDHEIM,Selveierleilighet,122,122,0,1934,2,808.0,2021-08-12,5000000,0.0,5000000.0,3,1,2021-08-12,0,Eiendomsmegler 1,7020,3,7,0,0
3390,5001-422/295/0/5,Gamle Ã…svei 32 C,7020,TRONDHEIM,Selveierleilighet,69,69,0,1934,1,808.0,2021-08-12,2400000,0.0,2400000.0,2,1,2021-08-12,0,Eiendomsmegler 1,7020,3,7,0,0
3391,5001-49/311/0/22,Ã˜vre GranÃ¥slia 17,7047,TRONDHEIM,Selveierleilighet,0,45,0,2019,4,3219.3,2021-08-12,2995000,0.0,2995000.0,3,0,2021-08-12,0,Other,7047,8,7,0,0
3392,952254308/14,Myrmannsvegen 8,7088,HEIMDAL,Borettslagsleilighet,43,43,48,1971,3,1124.1,2021-08-12,2230000,54072.0,2284072.0,2,1,2021-08-04,8,DNB Eiendom,7088,1,3,1,0
3393,5001-73/270/0/23,Sorgenfriveien 24,7031,TRONDHEIM,Selveierleilighet,33,36,0,2019,3,581.2,2021-08-12,2750000,0.0,2750000.0,0,1,2021-08-12,0,Other,7031,8,7,1,0
3394,5001-401/216/0/3,Danielsbakerveita 7,7010,TRONDHEIM,Selveierleilighet,61,65,0,2004,1,837.2,2021-08-12,3590000,0.0,3590000.0,3,2,2021-08-06,6,Meglerhuset Nylander,7010,7,7,0,0
3395,5001-420/191/0/1,TrollafjÃ¦ra 32,7018,TRONDHEIM,Selveierleilighet,108,108,118,1954,2,1271.3,2021-08-12,5550000,0.0,5550000.0,3,2,2021-08-04,8,Privatmegleren,7018,9,7,1,1
3396,951497940/260,Vestre Hallsetvangen 2 B,7027,TRONDHEIM,Borettslagsleilighet,30,30,34,1968,2,40014.4,2021-08-12,1700000,122109.0,1822109.0,1,0,2021-07-23,20,DNB Eiendom,7027,1,3,0,0
3397,5001-401/71/0/15,Fjordgata 66 B,7010,TRONDHEIM,Selveierleilighet,45,48,53,1841,4,459.9,2021-08-12,2710000,3932.0,2713932.0,2,0,2021-08-03,9,Eiendomsmegler 1,7010,3,7,0,0
3398,954872416/223,Arne Fjellbus veg 4 B,7033,TRONDHEIM,Borettslagsleilighet,65,65,70,1973,1,51978.0,2021-08-12,2800000,308731.0,3108731.0,2,2,2021-06-25,48,Meglerhuset Nylander,7033,7,3,1,0
3399,5001-410/104/0/2,GyldenlÃ¸ves gate 25 A,7043,TRONDHEIM,Selveierleilighet,0,61,0,1899,1,712.6,2021-08-12,2250000,0.0,2250000.0,0,0,2021-08-12,0,Other,7043,8,7,0,0
3400,5001-48/153/0/45,Haakon Odd Christiansens veg 17,7048,TRONDHEIM,Selveierleilighet,33,33,36,2005,1,7235.7,2021-08-12,2650000,0.0,2650000.0,2,1,2021-08-07,5,Eiendomsmegler 1,7048,3,7,1,0
3401,5001-48/124/0/0,Haakon Odd Christiansens veg 12,7048,TRONDHEIM,Selveier enebolig,163,233,259,2005,0,256.2,2021-08-12,8120000,0.0,8120000.0,4,4,2021-07-02,41,Eiendomsmegler 1,7048,3,4,1,0
3402,5001-95/195/0/2,Gamle Ã…svei 64,7020,TRONDHEIM,Selveierleilighet,44,50,57,1953,1,1426.2,2021-08-12,2275000,0.0,2275000.0,2,1,2021-08-04,8,Eiendomsmegler 1,7020,3,7,0,0
3403,5001-409/386/0/1,Landstads vei 5 A,7015,TRONDHEIM,Selveierleilighet,52,52,60,1932,1,411.6,2021-08-12,3500000,0.0,3500000.0,0,1,2021-07-30,13,Proaktiv,7015,10,7,1,0
3404,5001-68/341/0/0,Nornevegen 7 B,7033,TRONDHEIM,Selveier tomannsbolig,156,169,185,1956,0,592.8,2021-08-12,4920000,0.0,4920000.0,5,3,2021-06-02,0,Meglerhuset Nylander,7033,7,6,0,0
3405,5001-73/132/0/0,KlÃ¦buveien 215 B,7037,TRONDHEIM,Selveier tomannsbolig,427,458,0,1989,0,1026.2,2021-08-12,12800000,0.0,12800000.0,0,8,2021-06-11,62,Heimdal Eiendomsmegling,7037,4,6,1,0
3406,988218634/7,Dyre Halses gate 7,7042,TRONDHEIM,Borettslagsleilighet,29,29,33,2006,2,0.0,2021-08-12,1775000,461537.0,2236537.0,2,1,2021-08-03,9,Meglerhuset Nylander,7042,7,3,0,0
3407,5001-9/859/0/9,Utsiravegen 1 A,7045,TRONDHEIM,Selveierleilighet,29,29,33,1945,1,714.6,2021-08-12,2300000,0.0,2300000.0,2,1,2021-07-24,19,Krogsveen,7045,5,7,0,0
3408,948722585/45,Johan Falkbergets vei 9 C,7021,TRONDHEIM,Borettslagsleilighet,36,36,39,1967,4,44327.8,2021-08-12,2300000,17534.0,2317534.0,2,1,2021-08-03,9,Eiendomsmegler 1,7021,3,3,0,0
3409,5001-421/233/0/1,Steinberget 21,7020,TRONDHEIM,Selveier tomannsbolig,81,87,94,1928,1,542.0,2021-08-13,2300000,0.0,2300000.0,0,2,2021-08-13,0,Heimdal Eiendomsmegling,7020,4,6,1,0
3410,5001-94/64/0/3,Osloveien 106 A,7017,TRONDHEIM,Selveierleilighet,33,33,38,2004,2,1940.8,2021-08-13,2300000,0.0,2300000.0,2,1,2021-08-05,8,DNB Eiendom,7017,1,7,0,0
3411,5001-52/125/0/63,Bergheimsvegen 28,7049,TRONDHEIM,Selveierleilighet,66,66,71,2002,5,10498.3,2021-08-13,3350000,9583.0,3359583.0,3,1,2021-05-08,97,Eiendomsmegler 1,7049,3,7,1,0
3412,5001-79/99/0/0,Christian Eggens veg 59,7033,TRONDHEIM,Selveier tomannsbolig,100,107,116,1968,0,307.5,2021-08-13,5180000,0.0,5180000.0,0,3,2021-06-22,52,Meglerhuset Nylander,7033,7,6,1,0
3413,987563508/5,Kongens gate 39,7012,TRONDHEIM,Borettslagsleilighet,36,36,40,1898,2,345.9,2021-08-13,1825000,602520.0,2427520.0,2,1,2021-08-03,10,DNB Eiendom,7012,1,3,0,0
3414,5001-103/1030/0/0,Kvernhusstien 12,7071,TRONDHEIM,Selveier rekkehus,128,153,165,1974,0,257.3,2021-08-13,6300000,0.0,6300000.0,4,3,2021-08-10,3,Meglerhuset Nylander,7071,7,5,1,0
3415,5001-234/21/0/0,HÃ¸yemshaugen 11,7074,SPONGDAL,Selveier enebolig,110,158,0,1976,0,1120.4,2021-08-13,4000000,0.0,4000000.0,0,0,2021-08-13,0,Other,7074,8,4,0,0
3416,5001-422/52/0/2,Thora Storms vei 1,7020,TRONDHEIM,Selveierleilighet,95,95,105,1933,2,381.3,2021-08-13,4000000,0.0,4000000.0,3,3,2021-08-06,7,DNB Eiendom,7020,1,7,1,0
3417,990565090/39,Bratsbergvegen 112,7036,TRONDHEIM,Borettslagsleilighet,32,32,35,2007,1,10509.9,2021-08-13,1280000,599036.0,1879036.0,2,0,2021-05-15,90,Proaktiv,7036,10,3,0,1
3418,950373520/299,Othilienborgtunet 6,7033,TRONDHEIM,Borettslagsleilighet,79,81,88,1967,3,95220.0,2021-08-13,3050000,531003.0,3581003.0,4,3,2021-07-29,15,Privatmegleren,7033,9,3,0,0
3419,5001-417/72/0/9,Mellomila 86,7018,TRONDHEIM,Selveierleilighet,54,54,58,2001,1,2329.4,2021-08-13,3150000,0.0,3150000.0,2,1,2021-07-28,16,DNB Eiendom,7018,1,7,1,0
3420,5001-68/106/0/1,Nornevegen 2 B,7033,TRONDHEIM,Selveier tomannsbolig,108,108,118,1959,1,514.0,2021-08-13,4450000,0.0,4450000.0,5,4,2021-08-02,11,DNB Eiendom,7033,1,6,1,0
3421,990565090/11,Bratsbergvegen 110,7036,TRONDHEIM,Borettslagsleilighet,32,32,38,2007,1,10509.9,2021-08-13,1150000,599036.0,1749036.0,3,1,2021-07-17,27,Heimdal Eiendomsmegling,7036,4,3,1,1
3422,5001-17/901/0/144,Anders SÃ¸yseths veg 7,7056,RANHEIM,Selveierleilighet,67,91,99,2012,1,18698.9,2021-08-13,3600000,0.0,3600000.0,3,2,2021-06-09,65,Heimdal Eiendomsmegling,7056,4,7,0,0
3423,5001-11/69/0/0,Bergstien 4,7043,TRONDHEIM,Selveier enebolig,238,259,0,1955,0,1118.6,2021-08-13,10600000,0.0,10600000.0,0,4,2021-06-07,67,Heimdal Eiendomsmegling,7043,4,4,1,0
3424,986942912/17,Ratesvingen 64 A,7038,TRONDHEIM,Borettslagsleilighet,75,75,0,2004,2,4224.5,2021-08-13,3050000,357062.0,3407062.0,3,2,2021-08-03,10,Eiendomsmegler 1,7038,3,3,0,0
3425,5001-70/15/0/1,Valkyrjevegen 18,7035,TRONDHEIM,Selveierleilighet,121,121,135,1960,1,663.9,2021-08-13,4475000,0.0,4475000.0,3,4,2021-08-06,7,DNB Eiendom,7035,1,7,1,0
3426,5001-322/146/0/0,Lykkmarka 12 B,7081,SJETNEMARKA,Selveier tomannsbolig,158,164,185,1969,0,551.7,2021-08-13,5650000,0.0,5650000.0,0,4,2021-08-05,8,Eiendomsmegler 1,7081,3,6,1,0
3427,5001-400/102/0/9,Schultz gate 8,7013,TRONDHEIM,Selveierleilighet,43,43,47,1902,4,304.1,2021-08-13,3490000,24732.0,3514732.0,2,1,2021-08-05,8,Privatmegleren,7013,9,7,1,0
3428,5001-49/328/0/0,Nedre GranÃ¥slia 23 D,7047,TRONDHEIM,Selveier enebolig,0,193,0,2021,0,404.7,2021-08-13,9050000,0.0,9050000.0,5,0,2021-08-13,0,Other,7047,8,4,0,0
3429,959157871/7,Sollia 42,7033,TRONDHEIM,Borettslagsleilighet,76,76,83,1971,1,59117.9,2021-08-13,2800000,143787.0,2943787.0,3,2,2021-08-03,10,Proaktiv,7033,10,3,1,1
3430,850236682/10,Nordre Hallsetveg 88 B,7023,TRONDHEIM,Borettslagsleilighet,36,36,40,1954,1,4891.9,2021-08-13,2300000,112846.0,2412846.0,0,1,2021-08-05,8,Eiendomsmegler 1,7023,3,3,1,1
3431,948721325/74,Vestre TunhÃ¸gda 8,7058,CHARLOTTENLUND,Borettslagsleilighet,43,43,0,1969,1,32651.2,2021-08-13,2300000,451046.0,2751046.0,2,1,2021-08-05,8,Eiendomsmegler 1,7058,3,3,0,0
3432,5001-21/1101/0/39,Prestmovegen 1 D,7056,RANHEIM,Selveierleilighet,66,69,75,2012,1,10783.5,2021-08-13,3690000,0.0,3690000.0,3,2,2021-05-21,84,Heimdal Eiendomsmegling,7056,4,7,1,0
3433,950117427/281,Kolstadtunet 4 F,7098,SAUPSTAD,Borettslagsleilighet,79,80,86,1972,1,100498.6,2021-08-13,3185000,65000.0,3250000.0,0,2,2021-08-05,8,Eiendomsmegler 1,7098,3,3,0,0
3434,948861569/16,Nedre FlatÃ¥sveg 266,7099,FLATÃ…SEN,Borettslagsleilighet,83,83,90,1983,2,18783.2,2021-08-13,3150000,142579.0,3292579.0,2,2,2021-08-08,5,Heimdal Eiendomsmegling,7099,4,3,0,0
3435,5001-411/202/0/1,Lademoens Kirkealle 2,7067,TRONDHEIM,Selveierleilighet,47,47,51,1939,1,782.6,2021-08-13,2490000,24896.0,2514896.0,2,1,2021-07-06,38,Heimdal Eiendomsmegling,7067,4,7,0,0
3436,5001-411/150/0/11,Biskop Sigurds gate 6 A,7067,TRONDHEIM,Selveierleilighet,46,46,50,1913,3,682.4,2021-08-13,2990000,0.0,2990000.0,0,2,2021-08-03,10,Meglerhuset Nylander,7067,7,7,1,0
3437,948719711/35,Kolstadflata 3 C,7098,SAUPSTAD,Borettslagsleilighet,79,93,102,1971,2,106391.2,2021-08-13,2540000,257974.0,2797974.0,3,2,2021-08-05,8,EIE Eiendomsmegling,7098,2,3,0,0
3438,5001-411/144/0/14,Mellomveien 18 C,7067,TRONDHEIM,Selveierleilighet,50,50,55,1913,4,601.9,2021-08-14,2800000,79447.0,2879447.0,2,1,2021-08-14,0,Eiendomsmegler 1,7067,3,7,1,0
3439,5001-401/167/0/14,Fjordgata 10,7010,TRONDHEIM,Selveierleilighet,27,27,31,1888,4,196.6,2021-08-14,2290000,4350.0,2294350.0,1,0,2021-08-05,9,DNB Eiendom,7010,1,7,0,0
3440,5001-410/683/0/27,Dyre Halses gate 11,7042,TRONDHEIM,Selveierleilighet,33,34,36,2005,6,1043.2,2021-08-14,2800000,0.0,2800000.0,2,1,2021-08-14,0,Eiendomsmegler 1,7042,3,7,1,0
3441,5001-17/923/0/41,GrillstadfjÃ¦ra 64,7053,RANHEIM,Selveierleilighet,69,73,0,2014,2,14362.4,2021-08-15,3850000,0.0,3850000.0,3,2,2021-05-28,79,EIE Eiendomsmegling,7053,2,7,1,0
3442,5001-104/1240/0/0,Kystadvegen 6 B,7024,TRONDHEIM,Selveier tomannsbolig,284,352,383,1984,0,831.2,2021-08-16,8500000,0.0,8500000.0,0,7,2021-05-21,87,Proaktiv,7024,10,6,1,0
3443,5001-410/675/0/5,Weidemanns vei 6 B,7043,TRONDHEIM,Selveierleilighet,67,69,71,1898,3,271.0,2021-08-16,4150000,0.0,4150000.0,0,2,2021-08-06,10,Privatmegleren,7043,9,7,1,0
3444,5001-421/455/0/0,LÃ¸kkegata 1 B,7017,TRONDHEIM,Selveier enebolig,175,177,189,2019,0,175.2,2021-08-16,7600000,0.0,7600000.0,7,3,2021-08-03,13,Meglerhuset Nylander,7017,7,4,1,0
3445,950374047/60,Ekornvegen 10 E,7082,KATTEM,Borettslagsleilighet,97,97,107,1979,2,57962.1,2021-08-16,1800000,788794.0,2588794.0,4,3,2021-08-16,0,Eiendomsmegler 1,7082,3,3,0,0
3446,5001-411/151/0/5,Biskop Sigurds gate 7,7067,TRONDHEIM,Selveierleilighet,38,38,44,1906,3,539.7,2021-08-16,2500000,0.0,2500000.0,0,2,2021-08-16,0,Other,7067,8,7,0,0
3447,5001-402/133/0/3,Olav Tryggvasons gate 50,7011,TRONDHEIM,Selveierleilighet,43,43,47,1943,3,291.7,2021-08-16,2950000,0.0,2950000.0,0,1,2021-06-28,0,Propr,7011,11,7,0,0
3448,965670130/29,Hanskemakerbakken 9 B,7018,TRONDHEIM,Borettslagsleilighet,31,31,0,1960,2,1978.0,2021-08-16,2450000,0.0,2450000.0,2,1,2021-08-07,9,Heimdal Eiendomsmegling,7018,4,3,0,0
3449,5001-415/265/0/68,Ladeveien 22,7066,TRONDHEIM,Selveierleilighet,34,37,38,2020,3,2828.9,2021-08-16,3060000,0.0,3060000.0,2,1,2021-08-16,0,Other,7066,8,7,0,0
3450,5001-73/270/0/10,Sorgenfriveien 24,7031,TRONDHEIM,Selveierleilighet,0,0,0,2019,0,581.2,2021-08-16,3300000,0.0,3300000.0,0,0,2021-08-16,0,Other,7031,8,7,0,0
3451,948720175/514,Waldemar Aunes veg 12 B,7027,TRONDHEIM,Borettslagsleilighet,80,80,88,1965,1,88842.0,2021-08-17,2970000,151417.0,3121417.0,4,3,2021-08-11,6,Eiendomsmegler 1,7027,3,3,1,0
3452,5001-66/239/0/0,Symrevegen 5,7050,TRONDHEIM,Selveier enebolig,307,416,445,1958,0,1585.0,2021-08-17,10250000,0.0,10250000.0,0,8,2021-08-04,13,Privatmegleren,7050,9,4,1,0
3453,5001-401/167/0/10,Fjordgata 10,7010,TRONDHEIM,Selveierleilighet,15,15,17,1900,3,196.6,2021-08-17,1450000,2251.0,1452251.0,1,0,2021-08-07,10,Eiendomsmegler 1,7010,3,7,0,0
3454,5001-80/261/0/0,Ole Nordgaards veg 16 A,7049,TRONDHEIM,Selveier enebolig,140,159,173,1981,0,328.2,2021-08-17,5550000,0.0,5550000.0,0,3,2021-08-06,11,Heimdal Eiendomsmegling,7049,4,4,1,0
3455,5001-96/625/0/83,GjÃ¸rtlervegen 1 C,7021,TRONDHEIM,Selveierleilighet,72,72,0,2007,3,6752.1,2021-08-17,3850000,17461.0,3867461.0,3,2,2021-08-06,11,Eiendomsmegler 1,7021,3,7,1,0
3456,5001-21/837/0/0,Syrinvegen 27,7058,CHARLOTTENLUND,Selveier enebolig,92,116,121,1967,0,322.0,2021-08-17,4500000,0.0,4500000.0,0,3,2021-08-09,8,Proaktiv,7058,10,4,0,0
3457,5001-17/398/0/0,Furuvegen 10,7058,CHARLOTTENLUND,Selveier enebolig,179,204,224,1968,0,693.6,2021-08-17,7100000,0.0,7100000.0,0,5,2021-08-06,11,Eiendomsmegler 1,7058,3,4,1,0
3458,5001-402/87/0/1,Kongens gate 64 A,7012,TRONDHEIM,Selveierleilighet,73,73,85,1842,1,128.8,2021-08-17,3850000,0.0,3850000.0,0,2,2021-07-19,29,Eiendomsmegler 1,7012,3,7,0,0
3459,948657104/22,Gina Krogs veg 17,7046,TRONDHEIM,Borettslagsleilighet,69,69,75,1948,2,42247.4,2021-08-17,3950000,208127.0,4158127.0,3,2,2021-08-06,11,Heimdal Eiendomsmegling,7046,4,3,1,0
3460,5001-22/110/0/4,Sigurd HÃ¸idahls veg 4 B,7056,RANHEIM,Selveierleilighet,86,89,96,1990,2,1054.8,2021-08-17,3725000,0.0,3725000.0,3,2,2021-08-06,11,Eiendomsmegler 1,7056,3,7,1,0
3461,5001-313/172/0/44,Sandbakkvegen 4 B,7072,HEIMDAL,Selveierleilighet,49,49,54,2017,1,5432.0,2021-08-17,2400000,0.0,2400000.0,2,1,2021-08-17,0,Other,7072,8,7,1,0
3462,5001-412/411/0/75,Julianus Holms veg 12,7041,TRONDHEIM,Selveierleilighet,29,29,0,2015,2,1659.2,2021-08-17,2370000,0.0,2370000.0,2,1,2021-08-06,11,Heimdal Eiendomsmegling,7041,4,7,1,0
3463,5001-313/130/0/3,Distr.lege Ã˜vrelids vei 1 B,7072,HEIMDAL,Selveierleilighet,82,85,92,2015,2,1057.9,2021-08-17,3460000,0.0,3460000.0,4,3,2020-07-06,407,Heimdal Eiendomsmegling,7072,4,7,1,1
3464,5001-96/625/0/83,GjÃ¸rtlervegen 1 C,7021,TRONDHEIM,Selveierleilighet,72,72,0,2007,3,6752.1,2021-08-17,3850000,17461.0,3867461.0,3,2,2021-08-06,11,Eiendomsmegler 1,7021,3,7,1,0
3465,5001-323/1596/0/0,Tiller-Ringen 100,7092,TILLER,Selveier enebolig,260,260,283,1986,0,541.2,2021-08-17,6700000,0.0,6700000.0,6,5,2021-08-05,12,Eiendomsmegler 1,7092,3,4,0,0
3466,954872416/157,Edgar B. Schieldrops veg 20 B,7033,TRONDHEIM,Borettslagsleilighet,65,65,69,1973,1,56058.1,2021-08-17,2600000,308731.0,2908731.0,2,2,2021-08-07,10,DNB Eiendom,7033,1,3,1,1
3467,5001-414/397/0/93,HÃ¥kon Magnussons gate 1 B,7041,TRONDHEIM,Selveierleilighet,85,85,0,2006,4,10063.0,2021-08-17,4500000,0.0,4500000.0,3,2,2021-08-17,0,Other,7041,8,7,0,0
3468,5001-59/124/0/2,Sigurd Slembes veg 11,7052,TRONDHEIM,Selveierleilighet,78,78,85,1940,1,898.5,2021-08-17,4200000,23500.0,4223500.0,0,2,2021-08-07,10,Proaktiv,7052,10,7,1,0
3469,987509260/4,Nermarka 25,7047,TRONDHEIM,Borettslagsleilighet,72,86,0,2006,1,8028.2,2021-08-17,3690000,0.0,3690000.0,3,2,2021-08-06,11,Eiendomsmegler 1,7047,3,3,0,0
3470,5001-17/923/0/94,GrillstadfjÃ¦ra 74,7053,RANHEIM,Selveierleilighet,75,93,100,2015,2,14362.4,2021-08-17,5010000,0.0,5010000.0,3,2,2021-08-06,11,Eiendomsmegler 1,7053,3,7,0,0
3471,5001-405/36/0/5,KlÃ¦buveien 54,7030,TRONDHEIM,Selveierleilighet,78,78,86,1912,3,445.4,2021-08-17,3990000,0.0,3990000.0,3,3,2021-07-30,18,DNB Eiendom,7030,1,7,1,0
3472,5001-320/229/0/3,Okstadvegen 252,7075,TILLER,Selveier tomannsbolig,44,46,50,2010,2,979.0,2021-08-17,2800000,0.0,2800000.0,2,1,2021-08-13,4,Heimdal Eiendomsmegling,7075,4,6,1,0
3473,5001-319/133/0/0,Kroppanmarka 90,7075,TILLER,Selveier rekkehus,127,129,142,1987,0,104.2,2021-08-17,4100000,0.0,4100000.0,4,3,2021-08-09,8,Heimdal Eiendomsmegling,7075,4,5,1,0
3474,5001-410/683/0/50,Dyre Halses gate 9,7042,TRONDHEIM,Selveierleilighet,36,36,0,2005,2,1043.2,2021-08-17,2390000,0.0,2390000.0,2,0,2021-05-14,95,Meglerhuset Nylander,7042,7,7,0,0
3475,5001-410/651/0/26,Dokkgata 1,7042,TRONDHEIM,Selveierleilighet,123,123,0,1998,2,2283.2,2021-08-17,7600000,12164.0,7612164.0,3,3,2021-08-06,11,Eiendomsmegler 1,7042,3,7,0,0
3476,948658909/250,Odenseveien 23,7020,TRONDHEIM,Borettslagsleilighet,63,63,69,1959,2,42651.8,2021-08-17,3050000,136011.0,3186011.0,3,2,2021-08-10,7,Eiendomsmegler 1,7020,3,3,0,0
3477,5001-103/604/0/0,Uglavegen 34,7071,TRONDHEIM,Selveier enebolig,149,215,238,1954,0,461.0,2021-08-18,7450000,0.0,7450000.0,0,4,2021-07-30,19,DNB Eiendom,7071,1,4,1,0
3478,5001-76/133/0/3,Orionvegen 1 B,7037,TRONDHEIM,Selveierleilighet,63,65,72,2019,1,1649.5,2021-08-18,3100000,0.0,3100000.0,2,2,2021-08-11,7,Heimdal Eiendomsmegling,7037,4,7,0,0
3479,5001-17/860/0/73,GrillstadfjÃ¦ra 41,7053,RANHEIM,Selveierleilighet,85,89,102,2016,2,14880.0,2021-08-18,4850000,0.0,4850000.0,3,2,2021-08-06,12,Heimdal Eiendomsmegling,7053,4,7,1,0
3480,5001-410/675/0/3,Weidemanns vei 6 B,7043,TRONDHEIM,Selveierleilighet,40,40,45,1899,1,271.3,2021-08-18,3000000,0.0,3000000.0,0,1,2021-08-10,8,DNB Eiendom,7043,1,7,1,0
3481,948722585/237,Karolinerveien 7 A,7021,TRONDHEIM,Borettslagsleilighet,36,36,0,1967,4,44327.8,2021-08-18,2580000,17534.0,2597534.0,2,1,2021-08-10,8,Meglerhuset Nylander,7021,7,3,1,0
3482,5001-49/265/0/0,Stokkbekken 115,7048,TRONDHEIM,Selveier rekkehus,112,138,152,2014,0,134.3,2021-08-18,5550000,0.0,5550000.0,5,4,2021-08-10,8,Eiendomsmegler 1,7048,3,5,1,0
3483,5001-53/143/0/0,Moholtsvingen 36,7050,TRONDHEIM,Selveier enebolig,0,295,0,1972,0,1213.6,2021-08-18,8000000,0.0,8000000.0,0,0,2021-08-18,0,Heimdal Eiendomsmegling,7050,4,4,0,0
3484,5001-414/496/0/2,Ingemann Torps vei 140,7040,TRONDHEIM,Selveierleilighet,52,52,58,2000,1,991.0,2021-08-18,3400000,0.0,3400000.0,2,1,2021-08-09,9,Eiendomsmegler 1,7040,3,7,1,0
3485,5001-416/297/0/17,Hanskemakerbakken 4,7018,TRONDHEIM,Selveierleilighet,49,53,0,2016,3,2494.2,2021-08-18,3250000,0.0,3250000.0,2,1,2021-08-09,9,Eiendomsmegler 1,7018,3,7,0,0
